Source ID,Original Antigens,LLM Harmonized Antigens,Original Antigen Count,Harmonized Antigen Count
syn25126431,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126430,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126429,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'VIM']",26,26
syn25126428,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'VIM']",26,26
syn25126427,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'VIM']",26,26
syn25126426,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'VIM']",26,26
syn25126425,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126424,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126423,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126422,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'VIM']",26,26
syn25126421,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'VIM']",26,26
syn25126420,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126419,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
syn25126418,"['Antibody: , Channel: Cy3, Marker: Sox9', 'Antibody: , Channel: GFP, Marker: Lysozyme', 'Antibody: , Channel: Cy3, Marker: CD68', 'Antibody: , Channel: Cy3, Marker: Beta-Catenin', 'Antibody: , Channel: Cy5, Marker: CD8', 'Antibody: , Channel: GFP, Marker: Vimentin', 'Antibody: , Channel: UV, Marker: DAPI', 'Antibody: , Channel: Cy5, Marker: CD45', 'Antibody: , Channel: Cy5, Marker: NaKATPase', 'Antibody: , Channel: GFP, Marker: PCNA', 'Antibody: , Channel: Cy3, Marker: OLFM4', 'Antibody: , Channel: Cy5, Marker: CD20', 'Antibody: , Channel: GFP, Marker: Muc2', 'Antibody: , Channel: Cy5, Marker: p-STAT3', 'Antibody: , Channel: GFP, Marker: CD11B', 'Antibody: , Channel: Cy3, Marker: CD3d', 'Antibody: , Channel: Cy5, Marker: HLA-A', 'Antibody: , Channel: Cy3, Marker: SMA', 'Antibody: , Channel: GFP, Marker: pEGFR', 'Antibody: , Channel: GFP, Marker: PanCK', 'Antibody: , Channel: GFP, Marker: Gamma-Actin', 'Antibody: , Channel: Cy5, Marker: ERBB2', 'Antibody: , Channel: Cy5, Marker: FOXP3', 'Antibody: , Channel: Cy3, Marker: CgA', 'Antibody: , Channel: Cy3, Marker: Collagen', 'Antibody: , Channel: Cy5, Marker: SNA', 'Antibody: , Channel: Cy5, Marker: CD4', 'Antibody: , Channel: GFP, Marker: Alpha-actinin 4']","['CD3d', 'OLFM4', 'Pan-Cytokeratin', 'SMA', 'SNA', 'Lysozyme', 'ACTG2', 'HLA-A', 'ACTN4', 'COLLAGEN', 'NaKATPase', 'ERBB2', 'Sox9', 'CD68', 'PCNA', 'CD8', 'STAT3', 'CgA', 'VIM', 'EGFR', 'CD11B', 'CD4', 'Beta-Catenin', 'Muc2', 'CD20', 'FOXP3', 'Nuclear', 'CD45']",28,28
